site,country,largest_distance,best months for XC,num of all flights,num of 200k flights,num of 100k flights,num of 50k flights,num of 20k flights,XContest days per month,Xconotest days per year,link to XContest,longitude,latitude
Säntis,Switzerland,98.12 km,Oct Sep,97,0,0,3,21,Sep:2 Oct:2 Aug:1 Nov:0 Jun:0 Jul:0 May:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.34533%2047.2462&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.34533,47.2462
Vogelsang,Germany,49.3 km,Apr,97,0,7,16,47,Jun:1 May:0 Jul:0 Sep:0 Aug:0 Nov:0 Apr:0 Feb:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.0516%2047.7291&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.0516,47.7291
Rampoldplatte,Germany,168.32 km,Jun May Aug Apr Jul Sep Oct Feb Mar Nov,97,0,7,16,47,Jun:1 May:0 Jul:0 Sep:0 Aug:0 Nov:0 Apr:0 Feb:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.04403%2047.72477&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.04403,47.72477
Grünten,Germany,117.77 km,Aug May Jul Apr Jun Sep,97,0,1,4,10,Jul:0 Jun:0 May:0 Oct:0 Sep:0 Apr:0 Dec:0 Aug:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.3133%2047.5628&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.3133,47.5628
Rosskopf,Austria,145.74 km,Mar,97,0,2,14,63,Mar:3 Apr:1 Feb:0 Dec:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.42942%2047.29373&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.42942,47.29373
Hohmad,Switzerland,48.6 km,Oct Sep Dec Aug Nov,96,0,0,0,38,Oct:2 Sep:1 Dec:1 Nov:0 Aug:0 Jan:0 Jul:0 Jun:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.3101%2046.78668&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.3101,46.78668
Kopitnik,Slovenia,73.43 km,Mar Aug Oct Dec May Feb Jun Apr Sep Jul Nov,96,0,0,3,20,Aug:1 Mar:1 Dec:0 Sep:0 Feb:0 Jun:0 May:0 Jul:0 Oct:0 Nov:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.176047%2046.112415&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.176047,46.112415
Campei,Italy,90.17 km,Mar Feb Apr Sep Jan Nov Oct Jul Jun Dec Aug,96,0,0,2,4,Mar:2 Feb:1 Apr:1 Jan:0 Sep:0 Oct:0 Nov:0 Jul:0 Dec:0 Aug:0 Jun:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.1118%2046.203667&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.1118,46.203667
Livigno,Italy,133.77 km,Aug Jul Apr Dec Sep Feb Mar Jan Jun,96,0,6,12,21,Aug:1 Jul:1 Dec:1 Apr:0 Jan:0 Sep:0 Feb:0 Mar:0 Jun:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.0868%2046.517733&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.0868,46.517733
Hochwurzen,Austria,93.03 km,Aug,96,0,0,2,15,Aug:1 Mar:0 Jul:0 Jun:0 Oct:0 Feb:0 Sep:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.6397%2047.35907&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.6397,47.35907
Steinkogel,Austria,179.77 km,Jun Apr Mar May,96,0,29,48,64,Jun:1 May:1 Apr:1 Mar:0 Sep:0 Aug:0 Jul:0 Feb:0 Nov:0 Jan:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.1827%2047.885&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.1827,47.885
Waldrast,Austria,119.04 km,Apr May Jun Dec Mar Oct Sep Jul,96,0,2,18,42,Dec:0 Apr:0 May:0 Jul:0 Mar:0 Jun:0 Sep:0 Oct:0 Nov:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.9276%2046.8197&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.9276,46.8197
Riesneralm,Austria,101.33 km,Jul Aug Mar Dec Apr Feb Jun Sep May Jan,96,0,1,11,33,Jul:2 Mar:1 Aug:1 Apr:0 Jun:0 Feb:0 Jan:0 Sep:0 May:0 Dec:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.09188%2047.36557&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.09188,47.36557
Pointe des M...,Switzerland,192.37 km,Aug Jul Sep,95,0,5,28,75,Aug:2 Jul:1 Sep:0 Jun:0 Oct:0 Mar:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.81602%2046.19082&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.81602,46.19082
Col du Granon,France,126.74 km,Oct Sep,95,0,7,31,76,Oct:1 Sep:1 Aug:0 Jun:0 Jul:0 Nov:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.600033%2044.96955&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.600033,44.96955
Grünau im A...,Austria,82.92 km,Mar Feb,95,0,0,8,34,Mar:1 Feb:1 Oct:0 Aug:0 Dec:0 May:0 Nov:0 Jul:0 Jan:0 Sep:0 Apr:0 Jun:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.98207%2047.8071&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.98207,47.8071
Torrentalp,Switzerland,174.03 km,Jul Oct Aug Apr Sep Mar Dec Jan,94,0,2,4,27,Jul:1 Aug:1 Oct:0 Sep:0 Mar:0 Apr:0 Dec:0 Jan:0 Nov:0 Jun:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.64805%2046.36933&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.64805,46.36933
Kramerkogel,Austria,34.37 km,Apr,94,0,0,0,3,Apr:2 Mar:1 Sep:0 May:0 Aug:0 Jul:0 Jun:0 Jan:0 Dec:0 Nov:0 Feb:0 Oct:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.10038%2047.11428&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.10038,47.11428
Grindelwald,Switzerland,140.8 km,May Jun Jul Aug Sep Apr Mar Feb Oct Dec,93,0,6,21,54,Jul:1 May:1 Aug:0 Sep:0 Mar:0 Feb:0 Jun:0 Apr:0 Dec:0 Oct:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.03492%2046.65307&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.03492,46.65307
Nagelspitze,Germany,75.41 km,May Jul Aug,93,0,0,4,23,Aug:1 Jul:1 May:0 Oct:0 Sep:0 Jun:0 Nov:0 Apr:0 Mar:0 Jan:0 Dec:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.90803%2047.67335&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.90803,47.67335
Kammeregg,Germany,64.88 km,May Jul Jun,93,0,1,4,10,Jul:0 Jun:0 May:0 Oct:0 Apr:0 Dec:0 Aug:0 Sep:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.308683%2047.5654&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.308683,47.5654
Ötscher,Austria,67.38 km,Jul Aug Sep Jun May Oct Mar Dec Jan Feb,93,0,0,2,14,Jul:2 Aug:1 Jun:0 Sep:0 Oct:0 May:0 Mar:0 Dec:0 Feb:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.1825%2047.855833&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.1825,47.855833
Vogeltenne,Austria,31.5 km,Mar Dec May Jan Jun Sep Oct Feb Nov Apr Aug Jul,93,0,0,0,3,Mar:2 Dec:1 Jan:0 Jun:0 Sep:0 Feb:0 Nov:0 Oct:0 May:0 Aug:0 Apr:0 Jul:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.87813%2046.69095&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.87813,46.69095
Helbronner,Italy,122.01 km,Oct Mar Apr Jan Sep Feb Aug Jun Dec,92,0,2,12,45,Apr:1 Mar:1 Oct:0 Aug:0 Jun:0 Jan:0 Feb:0 Dec:0 Sep:0 May:0 Nov:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.933267%2045.8462&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.933267,45.8462
Col des Fretes,France,97.05 km,Jul Jun Aug Sep May Oct Mar,92,0,0,10,29,Jul:1 Aug:1 Oct:1 Jun:1 May:1 Sep:0 Dec:0 Apr:0 Mar:0 Nov:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.246683%2045.856367&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.246683,45.856367
Morgenberghorn,Switzerland,36.57 km,Oct Aug Sep Nov Jun Jul May Dec,91,0,0,0,12,Oct:2 Sep:1 Nov:1 Aug:1 Jun:0 Jul:0 May:0 Dec:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.78318%2046.62402&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.78318,46.62402
Loutze,Switzerland,123.31 km,Jun Oct May Nov Jul Apr Sep Aug,91,0,3,6,21,Jun:2 Oct:1 May:1 Jul:0 Nov:0 Sep:0 Aug:0 Apr:0 Dec:0 Mar:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.15583%2046.21317&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.15583,46.21317
Monte Cesen,Italy,108.72 km,Jul,91,0,1,41,57,Jun:0 Aug:0 Apr:0 Jul:0 Mar:0 May:0 Sep:0 Nov:0 Feb:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.020433%2045.931617&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.020433,45.931617
Col de l'Arp...,France,303.04 km,May Jun,91,7,28,65,80,May:1 Jun:1 Aug:0 Jul:0 Apr:0 Sep:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.42235%2045.79748&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.42235,45.79748
Caquerelle,Switzerland,128.79 km,Mar Aug Apr Jul Sep Feb Oct May Jun,90,0,2,5,40,Apr:1 Sep:0 Mar:0 Aug:0 May:0 Jul:0 Feb:0 Oct:0 Jun:0 Dec:0 Nov:0 Jan:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.19073%2047.3563&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.19073,47.3563
Agy Plane,France,116.74 km,Aug Jun Sep Jul May Apr Mar,90,0,1,3,31,Jun:1 Aug:1 Sep:0 Apr:0 Jul:0 May:0 Mar:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.618868%2046.080027&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.618868,46.080027
Très le Mont,France,70.53 km,Jul Aug Jun May Apr Sep,89,0,0,6,42,May:1 Apr:1 Jul:1 Jun:0 Aug:0 Sep:0 Nov:0 Mar:0 Oct:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.49013%2046.28632&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.49013,46.28632
Escalette,France,23.11 km,Aug Jul Oct Sep Mar May Apr Feb Jun,89,0,0,0,1,Aug:1 Oct:1 Sep:1 May:0 Mar:0 Apr:0 Jul:0 Feb:0 Nov:0 Jun:0 Dec:0 Jan:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.569453%2043.536075&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.569453,43.536075
Hoher Fraßen,Austria,131.77 km,May Sep Oct Nov Aug Dec Jun Jul,89,0,3,9,28,Dec:1 Nov:1 Aug:1 Oct:1 May:0 Jul:0 Sep:0 Jun:0 Feb:0 Jan:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.83085%2047.19227&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.83085,47.19227
Brogoldone,Switzerland,64.67 km,Oct Aug Sep Jul Jun,88,0,0,1,10,Oct:1 Aug:1 Sep:0 Jul:0 Dec:0 Jun:0 Mar:0 May:0 Nov:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.0668%2046.27058&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.0668,46.27058
Sv. Lovrenc,Slovenia,120.69 km,Jul Jun May Apr Sep,88,0,1,1,1,Jul:1 Sep:1 Apr:1 Jun:1 May:1 Aug:0 Dec:0 Mar:0 Nov:0 Oct:0 Feb:0 Jan:0,72,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.29877%2046.07067&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.29877,46.07067
Schwalbenwand,Austria,75.56 km,Jul Oct May Aug Jun Apr Sep Dec Feb Jan Mar,88,0,0,3,6,Aug:1 Oct:0 Jul:0 Apr:0 May:0 Sep:0 Jun:0 Dec:0 Feb:0 Mar:0 Jan:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.86292%2047.365&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.86292,47.365
Trinklackerl,Austria,63.37 km,Aug Jul Jun Apr May Sep Oct,88,0,0,1,13,Aug:2 Jul:1 Apr:1 Jun:1 Sep:0 May:0 Oct:0 Jan:0 Nov:0 Feb:0 Dec:0,17,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.482117%2047.511317&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.482117,47.511317
Schrattenfluh,Switzerland,77.07 km,Jul Sep Aug Jun Nov May Oct,87,0,0,3,36,Sep:1 Aug:1 Jul:1 May:0 Oct:0 Nov:0 Jun:0 Apr:0 Feb:0 Dec:0 Mar:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.95548%2046.83017&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.95548,46.83017
Dämpfelsmatt,Switzerland,109.29 km,Jul Jun Aug,87,0,1,11,59,Jul:3 Jun:2 Aug:1 Sep:0 Apr:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.2681%2046.77945&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.2681,46.77945
Porzus,Italy,106.67 km,Mar May Apr Feb Jul Oct Jun Jan Aug Sep Nov Dec,87,0,1,9,39,May:1 Mar:1 Apr:1 Jul:0 Jun:0 Oct:0 Feb:0 Sep:0 Jan:0 Aug:0 Nov:0 Dec:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.33275%2046.18407&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.33275,46.18407
Ahorn,Austria,70.64 km,Jul Jun May Aug,87,0,0,1,6,Jul:1 Aug:0 Jun:0 Apr:0 May:0 Sep:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.8795%2047.1378&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.8795,47.1378
Langweid,Austria,65.89 km,Dec Oct Aug Sep Nov Jun Jul May,87,0,0,3,3,Aug:0 Sep:0 Dec:0 Nov:0 Oct:0 Jun:0 Jul:0 May:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.85253%2047.24795&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.85253,47.24795
Bodeneck,Austria,49.74 km,Oct Jun Sep Jan Aug Nov May Jul Mar Dec Apr,87,0,0,0,8,Jun:1 Oct:1 Nov:0 Aug:0 Sep:0 Mar:0 Dec:0 Jan:0 Apr:0 May:0 Jul:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.698017%2046.768183&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.698017,46.768183
Corbetta,Switzerland,40.89 km,Jun Jul May Aug Apr Sep Oct,86,0,0,0,8,Jun:2 Jul:1 May:1 Sep:1 Aug:1 Apr:1 Oct:0 Mar:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.93535%2046.5132&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.93535,46.5132
Tête-de-Ran,Switzerland,221.38 km,Apr Jul Jun Aug Sep May Mar Oct Jan Feb Dec,86,1,1,7,26,Apr:1 Jul:1 Jun:1 May:0 Sep:0 Aug:0 Oct:0 Mar:0 Dec:0 Jan:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.85352%2047.05385&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.85352,47.05385
Col Pelos,Italy,32.26 km,Sep,86,0,0,0,5,Sep:3 Aug:0 Oct:0 Jun:0 Feb:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.75225%2046.461983&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.75225,46.461983
Jaufenpass,Italy,130.51 km,Jan Oct Mar Feb Apr Dec Aug Sep Jul May Nov Jun,86,0,4,5,22,Jan:1 Oct:0 Mar:0 Aug:0 Feb:0 Dec:0 Apr:0 Nov:0 Jun:0 Jul:0 Sep:0 May:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.2941%2046.8385&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.2941,46.8385
Ochsenalp,Germany,65.7 km,May Apr Jul Jun Sep,86,0,0,5,36,Apr:0 May:0 Jun:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.39847%2047.50685&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.39847,47.50685
Col Vert,France,272.82 km,Jul Jun Aug May,86,19,66,75,81,Jul:0 May:0 Jun:0 Aug:0 Sep:0 Mar:0 Apr:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.598618%2045.047895&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.598618,45.047895
Faulhorn,Switzerland,41.68 km,Jul,85,0,0,0,20,Jul:1 Oct:0 Aug:0 Sep:0 Dec:0 Nov:0 Jun:0 Apr:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.99517%2046.67308&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.99517,46.67308
Geeristein,Switzerland,40.31 km,Apr Mar Jul Dec May Jun Feb Nov Aug Jan Oct,85,0,0,0,9,Apr:1 Mar:0 Nov:0 Jul:0 Jun:0 May:0 Feb:0 Dec:0 Aug:0 Sep:0 Jan:0 Oct:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.50812%2046.67023&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.50812,46.67023
Belalp,Switzerland,245.37 km,Aug Mar Jun Sep Jul Feb Apr Dec Oct May Jan,85,2,18,37,49,Mar:1 Aug:1 Jun:1 Apr:0 Feb:0 Sep:0 Jul:0 Dec:0 May:0 Jan:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.974833%2046.373067&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.974833,46.373067
Col des Aravis,France,227.14 km,Jul May Jun Aug Sep,85,5,25,51,77,Jun:1 Aug:0 May:0 Sep:0 Jul:0 Oct:0 Apr:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.48282%2045.87942&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.48282,45.87942
Moron,Switzerland,275.48 km,Apr Jun May Aug Jul Mar Sep,84,14,45,71,76,Apr:1 Aug:0 Jun:0 May:0 Jul:0 Mar:0 Sep:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.24122%2047.25073&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.24122,47.25073
Ochsenalm,Germany,69.78 km,Apr Aug Jun May Jul,84,0,0,5,35,Apr:0 May:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.3958%2047.5055&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.3958,47.5055
Signes,France,105.52 km,May Jul Aug Oct Jun Feb Jan Dec Sep Apr Mar,84,0,1,3,7,Aug:1 Oct:0 Jul:0 May:0 Sep:0 Jun:0 Dec:0 Apr:0 Mar:0 Feb:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.87325%2043.30223&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.87325,43.30223
Cabane de Tr...,Switzerland,32.53 km,Aug,83,0,0,0,19,Sep:1 Aug:0 Jul:0 Apr:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.6715%2046.1278&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.6715,46.1278
Fürmannalm,Germany,69.96 km,May Apr Jun Jul,83,0,0,5,22,Apr:1 Jun:0 May:0 Jul:0 Aug:0 Sep:0 Mar:0 Feb:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.8389%2047.79322&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.8389,47.79322
Fürmann Alm,Germany,67.8 km,Apr,83,0,0,5,22,Apr:1 Jun:0 May:0 Jul:0 Aug:0 Sep:0 Mar:0 Feb:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.8399%2047.7934&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.8399,47.7934
Mattstock,Switzerland,96.04 km,Jun Jul Apr Sep Oct Jan May Nov Dec Aug,82,0,0,14,27,Oct:0 Apr:0 Jul:0 Jan:0 Dec:0 Nov:0 May:0 Jun:0 Sep:0 Aug:0 Feb:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.14602%2047.16137&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.14602,47.16137
Sinabell,Austria,203.83 km,Sep Oct Nov Apr Aug Jun Jul,82,1,5,12,32,Sep:1 Aug:1 Oct:0 Jul:0 Nov:0 Jun:0 Apr:0 May:0 Dec:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.69188%2047.45078&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.69188,47.45078
Guttenberghaus,Austria,199.45 km,Sep Aug Oct May Nov Jul Jun,82,1,5,12,32,Sep:1 Aug:1 Oct:0 Jul:0 Nov:0 Jun:0 Apr:0 May:0 Dec:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.684183%2047.450733&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.684183,47.450733
Kapall,Austria,171.99 km,Apr Jul Mar,82,0,18,41,56,Apr:2 Mar:1 Jul:1 Aug:0 Dec:0 Jun:0 Feb:0 Sep:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.2481%2047.14838&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.2481,47.14838
St. Veit,Austria,147.48 km,Apr,82,0,10,31,58,Apr:2 May:1 Aug:0 Oct:0 Jun:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.14082%2047.34352&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.14082,47.34352
Gärstere,Switzerland,58.83 km,May Jun Aug,81,0,0,1,15,Jun:1 May:1 Aug:1 Sep:0 Apr:0 Oct:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.40032%2046.55468&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.40032,46.55468
Chianocco,Italy,48.17 km,Dec Nov,81,0,0,0,19,Dec:1 Nov:1 Oct:0 Mar:0 Feb:0 Aug:0 Sep:0 Jan:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.164267%2045.18785&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.164267,45.18785
Stilfser Joch,Italy,213.64 km,Aug,81,4,18,29,68,Aug:1 Sep:0 Jul:0 Jun:0 Oct:0 May:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.45955%2046.53615&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.45955,46.53615
Varmost,Italy,115.01 km,Jan,81,0,2,4,4,Jan:1 Aug:0 Jul:0 Feb:0 Sep:0 Dec:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.56663%2046.44983&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.56663,46.44983
Schönberg,Germany,29.51 km,Aug Oct Jan Nov Jul May Dec Sep Mar Feb Apr,81,0,0,0,3,Dec:0 Oct:0 Apr:0 Jul:0 Nov:0 Sep:0 Jun:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.6397%2047.6375&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.6397,47.6375
Rabou,France,129.65 km,Aug May Jun Feb Sep Jul Jan Apr Mar,81,0,1,4,15,Sep:0 Jun:0 Feb:0 Apr:0 Mar:0 Aug:0 May:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.019217%2044.5678&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.019217,44.5678
Kreuzkogel,Austria,81.03 km,Oct Sep Jul Jun,81,0,0,6,21,Oct:1 Sep:1 Jun:1 Aug:0 Nov:0 Jul:0 Apr:0 May:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.50262%2047.55125&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.50262,47.55125
Stainacher,Austria,7.52 km,Sep Apr Feb Jul Jan Mar May Aug Oct Jun,81,0,0,0,0,Jan:0 Apr:0 Feb:0 Mar:0 Sep:0 Oct:0 Aug:0 Nov:0 Jul:0 Dec:0 May:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.027852%2047.434597&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.027852,47.434597
Campo dei Fiori,Italy,52.75 km,Feb Jun May Mar Jul Sep Dec Apr Aug Oct Nov Jan,80,0,0,1,7,Jun:1 May:0 Mar:0 Feb:0 Sep:0 Dec:0 Aug:0 Jul:0 Apr:0 Oct:0 Nov:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.76355%2045.867083&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.76355,45.867083
Riffelberg,Switzerland,138.7 km,Sep Aug Jun Oct Jul,79,0,1,5,12,Sep:1 Oct:1 Aug:1 Jun:0 Jul:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.750372%2045.992187&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.750372,45.992187
St. Anton,Switzerland,102.24 km,May Mar Jun Jul Apr Oct Aug Sep Dec,79,0,1,5,30,Jun:1 Jul:1 May:0 Mar:0 Apr:0 Aug:0 Feb:0 Oct:0 Sep:0 Dec:0 Nov:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.52598%2047.39885&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.52598,47.39885
Silvretta Nova,Austria,92.83 km,Mar Dec Apr Feb Jan,79,0,0,9,22,Dec:1 Mar:0 Feb:0 Apr:0 Jun:0 Jan:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.96208%2046.98598&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.96208,46.98598
